,id,n_victimas,año,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad
26325,LC-2021-0573426,1,2021,November,16,2021-11-16,19:00:00,19,11,CALLE,no,Point (95599.2158108629 101672.536066728),-58.511283223984,-34.614183446141,MOTO,AUTO,leve,MOTO,varon,21-30
26326,LC-2021-0573475,1,2021,November,16,2021-11-16,18:25:00,18,5,AVENIDA,si,Point (104695.488747432 100476.068102544),-58.412096435144,-34.624968065649,MOTO,AUTO,leve,MOTO,varon,31-40
26327,LC-2021-0573492,1,2021,November,16,2021-11-16,19:00:00,19,12,CALLE,no,Point (98249.3615525557 105846.462775657),-58.482378769702,-34.576565933922,PEATON,AUTO,leve,PEATON,varon,41-50
26331,LC-2021-0573603,1,2021,November,16,2021-11-16,21:10:00,21,9,CALLE,si,Point (95421.0228083268 97441.3009240402),-58.513249264118,-34.652324607732,AUTO,TRANSPORTE PUBLICO,leve,AUTO,mujer,21-30
26332,LC-2021-0585069,1,2021,November,16,2021-11-16,11:15:00,11,12,CALLE,si,Point (98070.1841023924 106702.168022759),-58.484329533639,-34.568851874285,AUTO,AUTO,leve,AUTO,mujer,31-40
26333,LC-2021-0573715,1,2021,November,17,2021-11-17,00:30:00,0,14,AVENIDA,si,Point (103515.239687054 106068.933554538),-58.424989611008,-34.574556239745,MOTO,OBJETO FIJO,leve,MOTO,varon,41-50
26335,LC-2021-0574027,1,2021,November,17,2021-11-17,08:00:00,8,4,AVENIDA,si,Point (109028.509177299 99973.6376136912),-58.364840425320,-34.629468410223,MOTO,TAXI,leve,MOTO,mujer,21-30
26338,LC-2021-0574085,2,2021,November,17,2021-11-17,09:00:00,9,4,CALLE,si,Point (106054.369580473 98300.4209547519),-58.397262713433,-34.644573112896,MOTO,CAMIONETA,leve,MOTO,varon,31-40
26339,LC-2021-0574284,1,2021,November,17,2021-11-17,11:50:00,11,4,CALLE,si,Point (106649.253781282 99859.3203797241),-58.390786226195,-34.630516966208,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,41-50
26340,LC-2021-0574455,1,2021,November,17,2021-11-17,10:57:00,10,5,AVENIDA,no,Point (103114.372277084 103322.220248292),-58.429348459220,-34.599317615437,MOTO,TAXI,leve,MOTO,varon,21-30
26341,LC-2021-0574686,1,2021,November,17,2021-11-17,13:30:00,13,10,GRAL PAZ,si,Point (93892.9995779466 101652.047324547),-58.529886910113,-34.614359313101,MOTO,SD,leve,MOTO,varon,21-30
26342,LC-2021-0574790,1,2021,November,17,2021-11-17,12:40:00,12,1,CALLE,si,Point (106772.839861225 102910.603050626),-58.389462618871,-34.603010687722,MOTO,TAXI,leve,MOTO,varon,21-30
26343,LC-2021-0574824,1,2021,November,17,2021-11-17,13:50:00,13,12,AVENIDA,si,Point (97056.1496203109 105234.812601052),-58.495385122705,-34.582076840223,MOTO,CAMIONETA,leve,MOTO,mujer,21-30
26344,LC-2021-0575099,1,2021,November,17,2021-11-17,16:30:00,16,11,CALLE,si,Point (95469.4688005419 103533.193502635),-58.512687853886,-34.597410130378,MOTO,AUTO,leve,MOTO,varon,21-30
26345,LC-2021-0575133,1,2021,November,17,2021-11-17,16:02:00,16,9,CALLE,si,Point (97171.8013138024 97315.0407893477),-58.494151530816,-34.653469182356,MOTO,AUTO,leve,MOTO,varon,31-40
26347,LC-2021-0575254,1,2021,November,17,2021-11-17,16:42:00,16,14,AVENIDA,no,Point (103311.686910903 104063.847680486),-58.427200288023,-34.592631656721,MOTO,CAMIONETA,leve,MOTO,varon,51-60
26349,LC-2021-0575527,1,2021,November,17,2021-11-17,00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,TRANSPORTE PUBLICO,grave,PEATON,varon,71-80
26351,LC-2021-0575710,1,2021,November,17,2021-11-17,20:35:00,20,1,AVENIDA,si,Point (107522.346900584 101663.807831437),-58.381280580011,-34.614244630848,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40
26352,LC-2021-0575744,1,2021,November,17,2021-11-17,20:30:00,20,14,CALLE,si,Point (104730.64823862 104948.067883883),-58.411737661807,-34.584655424006,MOTO,AUTO,leve,MOTO,varon,31-40
26353,LC-2021-0575768,1,2021,November,17,2021-11-17,22:30:00,22,14,CALLE,no,Point (104174.063670212 104075.70600239),-58.417799943298,-34.592521663967,MOTO,AUTO,leve,MOTO,varon,31-40
26354,LC-2021-0586117,1,2021,November,17,2021-11-17,18:00:00,18,1,AVENIDA,si,Point (107535.239222184 101285.668099689),-58.381136675759,-34.617653238781,PEATON,CAMIONETA,leve,PEATON,varon,31-40
26358,LC-2021-0575961,3,2021,November,18,2021-11-18,05:00:00,5,15,CALLE,no,Point (101672.561784391 104255.731022193),-58.445068062462,-34.590905825103,MOVIL,AUTO,leve,MOVIL,varon,51-60
26359,LC-2021-0575998,1,2021,November,18,2021-11-18,06:30:00,6,4,CALLE,no,Point (105433.694611156 97298.3885744879),-58.404026277979,-34.653609231059,MOTO,AUTO,leve,MOTO,varon,21-30
26360,LC-2021-0576010,1,2021,November,18,2021-11-18,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,CAMION,leve,MOTO,varon,31-40
26361,LC-2021-0576084,1,2021,November,18,2021-11-18,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,21-30
26362,LC-2021-0576098,3,2021,November,18,2021-11-18,09:30:00,9,10,AVENIDA,no,Point (97074.589904796 99181.7088504066),-58.495205397361,-34.636642082439,AUTO,AUTO,leve,AUTO,varon,41-50
26363,LC-2021-0576098,3,2021,November,18,2021-11-18,09:30:00,9,10,AVENIDA,no,Point (97074.589904796 99181.7088504066),-58.495205397361,-34.636642082439,AUTO,AUTO,leve,AUTO,mujer,31-40
26364,LC-2021-0576098,3,2021,November,18,2021-11-18,09:30:00,9,10,AVENIDA,no,Point (97074.589904796 99181.7088504066),-58.495205397361,-34.636642082439,AUTO,AUTO,leve,AUTO,varon,31-40
26365,LC-2021-0576309,1,2021,November,18,2021-11-18,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,31-40
26366,LC-2021-0576374,1,2021,November,18,2021-11-18,11:00:00,11,8,GRAL PAZ,si,Point (98839.9655948378 92769.9823985283),-58.475960830461,-34.694443131295,MOTO,CAMIONETA,leve,MOTO,varon,21-30
26368,LC-2021-0576521,1,2021,November,18,2021-11-18,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,CAMION,grave,MOTO,varon,41-50
26369,LC-2021-0576646,1,2021,November,18,2021-11-18,09:15:00,9,7,AVENIDA,no,Point (99447.2009059959 99821.2237767646),-58.469328455993,-34.630881403245,MOTO,AUTO,leve,MOTO,varon,31-40
26370,LC-2021-0576707,2,2021,November,18,2021-11-18,13:12:00,13,4,AVENIDA,no,Point (103351.39974392 96760.7961340799),-58.426739004514,-34.65846408934,MOTO,CAMIONETA,leve,MOTO,mujer,21-30
26371,LC-2021-0576707,2,2021,November,18,2021-11-18,13:12:00,13,4,AVENIDA,no,Point (103351.39974392 96760.7961340799),-58.426739004514,-34.65846408934,MOTO,CAMIONETA,leve,MOTO,varon,21-30
26372,LC-2021-0576717,1,2021,November,18,2021-11-18,13:30:00,13,14,AVENIDA,si,Point (105331.839618937 105290.985520411),-58.405187087366,-34.581561297826,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,varon,31-40
26374,LC-2021-0576757,2,2021,November,18,2021-11-18,13:30:00,13,9,CALLE,si,Point (96474.7858707906 96972.106972312),-58.501756397199,-34.656558308444,MOTO,CAMIONETA,leve,MOTO,mujer,11-20
26375,LC-2021-0576823,1,2021,November,18,2021-11-18,14:00:00,14,15,AVENIDA,si,Point (101017.412652271 105191.485568186),-58.452210478562,-34.582471335639,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40
26376,LC-2021-0576852,1,2021,November,18,2021-11-18,13:40:00,13,3,AVENIDA,no,Point (105667.646313214 102744.723195824),-58.401510260831,-34.604512635345,PEATON,MOTO,leve,PEATON,mujer,31-40
26377,LC-2021-0576977,1,2021,November,18,2021-11-18,15:30:00,15,10,CALLE,si,Point (97617.1878644413 100091.019136074),-58.489285029361,-34.628446646630,MOTO,AUTO,leve,MOTO,varon,21-30
26379,LC-2021-0577343,1,2021,November,18,2021-11-18,19:25:00,19,9,AVENIDA,si,Point (98627.1493790273 96782.4288056254),-58.478276713699,-34.658273393095,MOTO,SD,leve,MOTO,varon,21-30
26380,LC-2021-0577413,2,2021,November,18,2021-11-18,18:10:00,18,15,CALLE,no,Point (100562.956816392 105493.046971072),-58.457163886904,-34.579753248208,TAXI,AUTO,leve,TAXI,varon,51-60
26381,LC-2021-0577413,2,2021,November,18,2021-11-18,18:10:00,18,15,CALLE,no,Point (100562.956816392 105493.046971072),-58.457163886904,-34.579753248208,TAXI,AUTO,leve,TAXI,mujer,41-50
26383,LC-2021-0577543,1,2021,November,18,2021-11-18,20:00:00,20,8,GRAL PAZ,si,Point (98839.9655948378 92769.9823985283),-58.475960830461,-34.694443131295,MOTO,MOTO,leve,MOTO,varon,41-50
26384,LC-2021-0577572,1,2021,November,18,2021-11-18,18:46:00,18,11,AVENIDA,si,Point (100255.561759059 102594.141799206),-58.460513469101,-34.605885363235,MOTO,MOVIL,leve,MOTO,varon,11-20
26385,LC-2021-0577599,1,2021,November,18,2021-11-18,19:30:00,19,3,AVENIDA,no,Point (104652.764652433 102050.033200928),-58.412570864079,-34.610779906599,MOTO,AUTO,leve,MOTO,varon,31-40
26386,LC-2021-0577655,1,2021,November,18,2021-11-18,20:20:00,20,11,CALLE,no,Point (96632.9458141435 103526.329144003),-58.500004587247,-34.597476545219,MOTO,CAMIONETA,leve,MOTO,varon,31-40
26387,LC-2021-0577664,1,2021,November,18,2021-11-18,18:00:00,18,15,AVENIDA,si,Point (100155.398386663 105816.520893486),-58.461605862038,-34.576837425385,MOTO,AUTO,leve,MOTO,varon,21-30
26388,LC-2021-0578378,1,2021,November,18,2021-11-18,17:15:00,17,8,CALLE,si,Point (99175.6837621576 94997.566606144),-58.472294516246,-34.674363351061,PEATON,MOTO,leve,PEATON,mujer,41-50
26389,LC-2021-0586434,1,2021,November,18,2021-11-18,08:35:00,8,4,CALLE,no,Point (108016.923730104 98678.2616428048),-58.375859979652,-34.641153757167,MOTO,AUTO,leve,MOTO,varon,31-40
26390,LC-2021-0589999,1,2021,November,18,2021-11-18,15:45:00,15,15,AVENIDA,si,Point (102073.651884525 103456.226708349),-58.440694138990,-34.598112196894,MONOPATIN,SD,leve,MONOPATIN,mujer,21-30
26391,LC-2021-0638163,1,2021,November,18,2021-11-18,18:20:00,18,12,CALLE,si,Point (99192.3409308388 109166.2826691),-58.472098361273,-34.546640685455,MOTO,AUTO,leve,MOTO,varon,31-40
26393,LC-2021-0578122,1,2021,November,19,2021-11-19,08:40:00,8,6,CALLE,no,Point (102372.18754576 100103.452864135),-58.437430557821,-34.628334843823,MOTO,CAMIONETA,leve,MOTO,varon,21-30
26395,LC-2021-0578292,1,2021,November,19,2021-11-19,08:20:00,8,15,AVENIDA,si,Point (101139.546551745 103323.687015074),-58.450876925698,-34.599308378433,MOTO,AUTO,leve,MOTO,varon,21-30
26399,LC-2021-0578668,1,2021,November,19,2021-11-19,10:00:00,10,1,CALLE,si,Point (107103.228485953 100897.557196651),-58.385844025561,-34.621154881605,MOTO,CAMIONETA,leve,MOTO,varon,41-50
26400,LC-2021-0578775,1,2021,November,19,2021-11-19,13:10:00,13,15,CALLE,si,Point (102763.698738281 103824.769286507),-58.433172912160,-34.594788405615,MOTO,TAXI,leve,MOTO,mujer,41-50
26401,LC-2021-0578827,1,2021,November,19,2021-11-19,14:35:00,14,14,AVENIDA,si,Point (104902.753323905 105766.089330028),-58.409866463451,-34.577280609204,MOTO,CAMIONETA,grave,MOTO,varon,31-40
26402,LC-2021-0578895,2,2021,November,19,2021-11-19,14:20:00,14,4,CALLE,si,Point (107799.778212031 98097.2971638019),-58.378223055363,-34.646392441009,CAMIONETA,CAMIONETA,leve,UTILITARIO,varon,71-80
26403,LC-2021-0578895,2,2021,November,19,2021-11-19,14:20:00,14,4,CALLE,si,Point (107799.778212031 98097.2971638019),-58.378223055363,-34.646392441009,CAMIONETA,CAMIONETA,leve,UTILITARIO,mujer,71-80
26404,LC-2021-0578903,1,2021,November,19,2021-11-19,13:30:00,13,5,CALLE,no,Point (103627.453518478 103030.103816209),-58.423753901199,-34.601949220766,MOTO,AUTO,leve,MOTO,varon,31-40
26407,LC-2021-0579197,1,2021,November,19,2021-11-19,15:15:00,15,7,AVENIDA,si,Point (99150.5188437305 100565.462745992),-58.472563151450,-34.624172324676,MOTO,AUTO,leve,MOTO,varon,41-50
26408,LC-2021-0579239,1,2021,November,19,2021-11-19,16:40:00,16,1,AVENIDA,si,Point (108942.004389267 100581.911292774),-58.365790168172,-34.623985954733,MOTO,CAMIONETA,leve,MOTO,varon,31-40
26410,LC-2021-0579472,1,2021,November,19,2021-11-19,19:00:00,19,12,CALLE,si,Point (98475.8234126557 106676.944444272),-58.479909137131,-34.569079954826,PEATON,AUTO,leve,PEATON,mujer,61-70
26411,LC-2021-0579569,1,2021,November,19,2021-11-19,19:20:00,19,4,AVENIDA,si,Point (103621.922527606 96885.2843316562),-58.423788345163,-34.657341003974,AUTO,CAMION,leve,AUTO,varon,21-30
26413,LC-2021-0579656,1,2021,November,19,2021-11-19,19:55:00,19,3,CALLE,no,Point (106426.618278178 102329.95862475),-58.393232741874,-34.608247064815,PEATON,AUTO,leve,PEATON,mujer,31-40
26414,LC-2021-0579680,1,2021,November,19,2021-11-19,20:00:00,20,13,CALLE,si,Point (100043.001641536 108857.228551826),-58.462830776786,-34.549427017576,AUTO,AUTO,leve,AUTO,varon,31-40
26415,LC-2021-0586628,1,2021,November,19,2021-11-19,15:30:00,15,13,AVENIDA,no,Point (101309.75947342 109680.73260642),-58.449030739654,-34.542002766703,AUTO,AUTO,leve,AUTO,varon,51-60
26416,LC-2021-0626036,1,2021,November,19,2021-11-19,08:30:00,8,1,AVENIDA,si,Point (107381.182533555 104039.14343666),-58.382840250853,-34.592833384668,MOTO,AUTO,leve,MOTO,varon,21-30
26417,LC-2021-0579868,1,2021,November,20,2021-11-20,01:01:00,1,14,CALLE,no,Point (102244.259453891 105989.519294735),-58.438840824016,-34.575275610302,TAXI,AUTO,leve,TAXI,varon,51-60
26419,LC-2021-0579951,1,2021,November,20,2021-11-20,01:25:00,1,14,AVENIDA,si,Point (105360.772605543 105846.871463654),-58.404875213431,-34.576550139141,MOTO,TAXI,leve,MOTO,varon,21-30
26420,LC-2021-0580192,1,2021,November,20,2021-11-20,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,41-50
26421,LC-2021-0580412,1,2021,November,20,2021-11-20,11:59:00,11,15,AVENIDA,si,Point (100677.028017592 103967.7926789),-58.455919520022,-34.593502513880,MOTO,AUTO,leve,MOTO,varon,41-50
26422,LC-2021-0580443,1,2021,November,20,2021-11-20,14:17:00,14,10,GRAL PAZ,si,Point (93888.4834246323 100463.761895578),-58.529944790703,-34.625070959963,MOTO,AUTO,leve,MOTO,varon,31-40
26423,LC-2021-0580513,1,2021,November,20,2021-11-20,13:25:00,13,3,CALLE,no,Point (106184.617884796 101920.03505427),-58.395868216849,-34.611943757279,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,41-50
26425,LC-2021-0580765,1,2021,November,20,2021-11-20,17:10:00,17,1,AVENIDA,si,Point (107522.346900584 101663.807831437),-58.381280580011,-34.614244630848,MOTO,CAMIONETA,leve,MOTO,varon,41-50
26426,LC-2021-0580796,1,2021,November,20,2021-11-20,16:10:00,16,15,CALLE,si,Point (102288.469969257 103622.333574437),-58.438352781119,-34.596614392847,MOTO,CAMIONETA,leve,MOTO,mujer,21-30
26428,LC-2021-0580857,1,2021,November,20,2021-11-20,19:00:00,19,1,AVENIDA,si,Point (107498.832418864 102238.549241577),-58.381542009623,-34.609063850489,AUTO,CAMIONETA,leve,AUTO,varon,81+
26429,LC-2021-0580883,1,2021,November,20,2021-11-20,17:55:00,17,5,AVENIDA,no,Point (103636.293798317 100841.251225901),-58.423648287930,-34.621680405984,MOTO,AUTO,leve,MOTO,mujer,21-30
26430,LC-2021-0581048,1,2021,November,20,2021-11-20,23:45:00,23,1,AVENIDA,si,Point (107438.101361197 102829.304178003),-58.382209281858,-34.603738980870,MOTO,OBJETO FIJO,leve,MOTO,varon,21-30
26431,LC-2021-0581078,3,2021,November,21,2021-11-21,00:30:00,0,12,AVENIDA,si,Point (99037.3128433333 109733.120416515),-58.473786649139,-34.541530777721,AUTO,TRANSPORTE PUBLICO,leve,AUTO,mujer,11-20
26432,LC-2021-0581078,3,2021,November,21,2021-11-21,00:30:00,0,12,AVENIDA,si,Point (99037.3128433333 109733.120416515),-58.473786649139,-34.541530777721,AUTO,TRANSPORTE PUBLICO,leve,AUTO,mujer,11-20
26435,LC-2021-0581585,1,2021,November,21,2021-11-21,13:40:00,13,3,CALLE,si,Point (104729.376258416 102076.74271886),-58.411735719103,-34.610538789968,PEATON,TAXI,leve,PEATON,varon,71-80
26436,LC-2021-0581621,1,2021,November,21,2021-11-21,16:00:00,16,5,AVENIDA,si,Point (104285.791545557 99755.878976601),-58.416560507654,-34.631461899647,MOTO,AUTO,leve,MOTO,varon,41-50
26437,LC-2021-0581698,1,2021,November,21,2021-11-21,16:15:00,16,5,CALLE,si,Point (104342.587165992 102196.347063396),-58.415953451483,-34.609462315789,MOTO,AUTO,leve,MOTO,varon,21-30
26438,LC-2021-0581762,1,2021,November,21,2021-11-21,18:40:00,18,9,GRAL PAZ,si,Point (93898.5149822117 98609.3576158869),-58.529848867600,-34.641787314923,PEATON,MOTO,leve,PEATON,varon,81+
26439,LC-2021-0581770,1,2021,November,21,2021-11-21,16:58:00,16,6,AVENIDA,si,Point (102626.496575999 100690.089963075),-58.434659034914,-34.623046061515,PEATON,CAMIONETA,leve,PEATON,mujer,61-70
26440,LC-2021-0588949,1,2021,November,21,2021-11-21,00:00:00,0,14,CALLE,si,Point (104598.564262769 104238.489521026),-58.413173520196,-34.591052471624,MOTO,SD,leve,MOTO,varon,51-60
26442,LC-2021-0582214,1,2021,November,22,2021-11-22,08:10:00,8,14,AVENIDA,si,Point (104160.574540465 106935.886395007),-58.417960799494,-34.566738743252,MOTO,SD,leve,MOTO,varon,21-30
26443,LC-2021-0582320,1,2021,November,22,2021-11-22,05:40:00,5,7,CALLE,si,Point (100956.304574171 100149.318924628),-58.452871156741,-34.627923610817,MOTO,AUTO,leve,MOTO,varon,21-30
26444,LC-2021-0582501,1,2021,November,22,2021-11-22,12:21:00,12,10,CALLE,si,Point (97687.2001227652 98849.7978787653),-58.488524995036,-34.639635649376,MOTO,AUTO,leve,MOTO,varon,31-40
26445,LC-2021-0582845,1,2021,November,22,2021-11-22,17:30:00,17,14,CALLE,si,Point (102681.163767866 106353.96897809),-58.43408043106,-34.571989266682,PEATON,AUTO,leve,PEATON,mujer,31-40
26446,LC-2021-0582920,1,2021,November,22,2021-11-22,18:30:00,18,4,CALLE,si,Point (108784.483013957 98716.9138788819),-58.367488678918,-34.640799083622,MOTO,AUTO,leve,MOTO,varon,21-30
26448,LC-2021-0582950,2,2021,November,22,2021-11-22,18:30:00,18,9,AVENIDA,si,Point (94689.9431965166 98926.6689176852),-58.521214751333,-34.638931402157,MOTO,TRANSPORTE PUBLICO,leve,MOTO,mujer,11-20
26449,LC-2021-0582967,1,2021,November,22,2021-11-22,18:30:00,18,14,CALLE,si,Point (103238.951400355 105266.89549652),-58.427997655757,-34.581787073483,MOTO,AUTO,leve,MOTO,varon,21-30
26450,LC-2021-0583168,1,2021,November,22,2021-11-22,23:30:00,23,1,CALLE,si,Point (108206.572076385 103956.985948994),-58.373842227962,-34.593567768001,MOTO,SD,leve,MOTO,varon,21-30
26451,LC-2021-0584661,1,2021,November,22,2021-11-22,19:10:00,19,3,CALLE,si,Point (105252.603085635 102264.960289966),-58.406032175589,-34.608839602994,MOTO,SD,leve,MOTO,varon,21-30
26452,LC-2021-0590935,1,2021,November,22,2021-11-22,01:30:00,1,11,AVENIDA,si,Point (99001.3352047412 100973.194744228),-58.474189447735,-34.620496724202,MOTO,AUTO,leve,MOTO,mujer,21-30
26453,LC-2021-0593659,1,2021,November,22,2021-11-22,22:30:00,22,8,AVENIDA,si,Point (101160.072574357 94368.2334419392),-58.450641483110,-34.680036140169,MOTO,AUTO,leve,MOTO,varon,11-20
26454,LC-2021-0583208,1,2021,November,23,2021-11-23,00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,MOTO,grave,PEATON,varon,41-50
26455,LC-2021-0583338,1,2021,November,23,2021-11-23,06:50:00,6,7,AVENIDA,no,Point (100193.524324614 100968.751049314),-58.461189555032,-34.620537313155,PEATON,CAMION,leve,PEATON,varon,41-50
26458,LC-2021-0583463,2,2021,November,23,2021-11-23,09:00:00,9,11,AVENIDA,no,Point (99961.8814375407 102379.532821587),-58.463715286328,-34.607819954074,PEATON,AUTO,leve,PEATON,varon,61-70
26459,LC-2021-0583700,1,2021,November,23,2021-11-23,08:30:00,8,3,CALLE,si,Point (104899.832284776 101693.35404221),-58.409875062777,-34.613994021521,PEATON,AUTO,leve,PEATON,mujer,51-60
26460,LC-2021-0583713,1,2021,November,23,2021-11-23,07:40:00,7,4,AVENIDA,no,Point (105744.934438869 100047.835732608),-58.400649567201,-34.628823032848,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,21-30
26461,LC-2021-0583909,1,2021,November,23,2021-11-23,12:00:00,12,12,AVENIDA,si,Point (97803.3728916652 106173.091881078),-58.487238502619,-34.573620666481,MOTO,AUTO,leve,MOTO,varon,21-30
26462,LC-2021-0583919,1,2021,November,23,2021-11-23,11:15:00,11,1,AVENIDA,no,Point (108582.873148642 101676.063928684),-58.369717373191,-34.614125884420,CAMION,CAMION,leve,CAMION,varon,51-60
26463,LC-2021-0584444,2,2021,November,23,2021-11-23,14:30:00,14,15,CALLE,no,Point (100161.501614066 102889.171048925),-58.461538978903,-34.603225858717,PEATON,MOTO,grave,PEATON,mujer,41-50
26464,LC-2021-0584444,2,2021,November,23,2021-11-23,14:30:00,14,15,CALLE,no,Point (100161.501614066 102889.171048925),-58.461538978903,-34.603225858717,PEATON,MOTO,grave,PEATON,varon,11-20
26465,LC-2021-0584499,1,2021,November,23,2021-11-23,15:00:00,15,15,CALLE,si,Point (100892.281238616 103214.006453677),-58.453572367881,-34.600297317620,MOTO,CAMIONETA,leve,MOTO,varon,21-30
26466,LC-2021-0584504,1,2021,November,23,2021-11-23,15:50:00,15,7,CALLE,si,Point (102995.375524347 100037.974228777),-58.430634314060,-34.628923496318,PEATON,AUTO,leve,PEATON,mujer,71-80
26467,LC-2021-0584843,2,2021,November,23,2021-11-23,16:15:00,16,2,AVENIDA,si,Point (106849.936690165 104872.61730561),-58.388637813240,-34.585323737716,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40
26468,LC-2021-0584843,2,2021,November,23,2021-11-23,16:15:00,16,2,AVENIDA,si,Point (106849.936690165 104872.61730561),-58.388637813240,-34.585323737716,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,41-50
26469,LC-2021-0584857,1,2021,November,23,2021-11-23,16:00:00,16,12,GRAL PAZ,si,Point (96563.6649481764 108815.738810569),-58.500738109269,-34.549795102200,AUTO,CAMIONETA,leve,AUTO,varon,41-50
26470,LC-2021-0584911,1,2021,November,23,2021-11-23,14:20:00,14,11,AVENIDA,si,Point (94762.476426255 102009.974019603),-58.520404414203,-34.611137668884,AUTO,AUTO,leve,AUTO,varon,61-70
26471,LC-2021-0584958,1,2021,November,23,2021-11-23,16:15:00,16,1,CALLE,si,Point (107463.712955726 103090.51407032),-58.381932343475,-34.601384141356,MOTO,SD,leve,MOTO,varon,21-30
26472,LC-2021-0585008,1,2021,November,23,2021-11-23,18:48:00,18,1,CALLE,no,Point (106751.715598356 101365.358982464),-58.389680719639,-34.616940286362,MOTO,SD,leve,MOTO,mujer,41-50
26473,LC-2021-0585150,1,2021,November,23,2021-11-23,19:40:00,19,5,AVENIDA,si,Point (104695.488747432 100476.068102544),-58.412096435144,-34.624968065649,PEATON,CAMIONETA,leve,PEATON,mujer,21-30
26474,LC-2021-0585176,2,2021,November,23,2021-11-23,22:00:00,22,8,GRAL PAZ,si,Point (99327.0183849749 92326.911306312),-58.470645562388,-34.698437563922,CAMIONETA,SD,leve,UTILITARIO,mujer,21-30
26475,LC-2021-0585176,2,2021,November,23,2021-11-23,22:00:00,22,8,GRAL PAZ,si,Point (99327.0183849749 92326.911306312),-58.470645562388,-34.698437563922,CAMIONETA,SD,leve,UTILITARIO,mujer,0-10
26476,LC-2021-0585228,1,2021,November,23,2021-11-23,00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,TRANSPORTE PUBLICO,leve,MOTO,mujer,21-30
26477,LC-2021-0588494,1,2021,November,23,2021-11-23,13:50:00,13,11,CALLE,si,Point (98036.8759339312 100960.181491464),-58.484706153859,-34.620612587032,MOTO,AUTO,leve,MOTO,varon,21-30
26478,LC-2021-0599549,1,2021,November,23,2021-11-23,18:30:00,18,12,AVENIDA,si,Point (96738.5032220303 105827.961267662),-58.498844898783,-34.576728949732,MOTO,SD,leve,MOTO,varon,21-30
26479,LC-2021-0616535,1,2021,November,23,2021-11-23,14:00:00,14,4,CALLE,si,Point (108066.494092654 98001.7931229882),-58.375312922912,-34.647251297885,MOTO,CAMIONETA,leve,MOTO,varon,51-60
26480,LC-2021-0585587,1,2021,November,24,2021-11-24,07:20:00,7,7,AVENIDA,no,Point (100806.510685759 99726.85861605),-58.454504313222,-34.631731951788,MOTO,CAMIONETA,leve,MOTO,varon,41-50
26481,LC-2021-0585635,2,2021,November,24,2021-11-24,08:00:00,8,SD,SD,no,SD,SD,SD,MOTO,MOTO,leve,MOTO,varon,41-50
26482,LC-2021-0585635,2,2021,November,24,2021-11-24,08:00:00,8,SD,SD,no,SD,SD,SD,MOTO,MOTO,leve,MOTO,varon,11-20
26483,LC-2021-0585650,1,2021,November,24,2021-11-24,09:10:00,9,9,GRAL PAZ,si,Point (95832.0557109331 95505.4164199936),-58.508775218216,-34.669777099202,MOTO,CAMION,leve,MOTO,varon,21-30
26485,LC-2021-0585728,1,2021,November,24,2021-11-24,09:00:00,9,4,AVENIDA,si,Point (105726.481877033 98258.0780102659),-58.400838820460,-34.644956673993,MOTO,CAMIONETA,leve,MOTO,varon,31-40
26486,LC-2021-0585801,1,2021,November,24,2021-11-24,09:55:00,9,1,CALLE,si,Point (107189.192467362 102409.241965419),-58.384919360461,-34.60752735528,PEATON,MOTO,leve,PEATON,varon,51-60
26487,LC-2021-0585936,1,2021,November,24,2021-11-24,09:46:00,9,12,AVENIDA,si,Point (97318.240644757 106462.583073419),-58.492524587696,-34.571009879499,MOTO,AUTO,leve,MOTO,varon,31-40
26488,LC-2021-0585956,1,2021,November,24,2021-11-24,09:50:00,9,1,CALLE,si,Point (107673.771287432 100162.241442434),-58.379616052208,-34.627779222255,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,41-50
