,id,n_victimas,año,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad
11792,LC-2020-0002346,1,2020,January,2,2020-01-02,01:00:00 p.m.,13,2,AVENIDA,si,Point (106797.883397132 104615.00964936),-58.389203129482,-34.587646270159,CICLISTA,AUTO,leve,CICLISTA,varon,61-70
11793,LC-2020-0003142,1,2020,January,2,2020-01-02,04:15:00 p.m.,16,3,CALLE,no,Point (105393.859084365 102333.999776285),-58.404492539573,-34.608216527535,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11795,LC-2020-0004057,1,2020,January,3,2020-01-03,03:20:00 a.m.,3,15,CALLE,si,Point (101609.477757533 103183.144235567),-58.445753737126,-34.600574687554,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11796,LC-2020-0004991,1,2020,January,3,2020-01-03,12:00:00 p.m.,12,4,CALLE,si,Point (105227.781738843 98665.3391749365),-58.406280836490,-34.641288112398,CICLISTA,SD,leve,CICLISTA,mujer,21-30
11797,LC-2020-0005104,1,2020,January,3,2020-01-03,01:00:00 p.m.,13,4,AVENIDA,no,Point (109269.255431175 99825.1922440774),-58.362213383248,-34.630804417342,CICLISTA,SD,leve,CICLISTA,varon,31-40
11798,LC-2020-0005389,1,2020,January,3,2020-01-03,01:30:00 p.m.,13,14,AVENIDA,no,Point (105012.522254721 105185.455369613),-58.408666752182,-34.582514184732,MOTO,CICLISTA,leve,MOTO,varon,21-30
11799,LC-2020-0006408,1,2020,January,3,2020-01-03,09:30:00 p.m.,21,15,CALLE,si,Point (98536.5406498828 105187.697470956),-58.479250131233,-34.582504811925,CICLISTA,MOVIL,leve,CICLISTA,varon,31-40
11800,LC-2020-0006530,1,2020,January,4,2020-01-04,09:55:00 a.m.,9,14,AVENIDA,si,Point (105044.144082703 104738.222968819),-58.408319471806,-34.586545585325,CICLISTA,SD,leve,CICLISTA,mujer,41-50
11801,LC-2020-0007386,1,2020,January,4,2020-01-04,03:40:00 p.m.,15,9,CALLE,no,Point (95333.7651975928 98065.5413468762),-58.514197623621,-34.646697085725,PEATON,CICLISTA,leve,PEATON,mujer,71-80
11802,LC-2020-0009145,1,2020,January,5,2020-01-05,09:30:00 p.m.,21,2,AVENIDA,si,Point (105547.605528476 103708.62443504),-58.402825196249,-34.595824269206,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11803,LC-2020-0009835,1,2020,January,6,2020-01-06,10:10:00 a.m.,10,1,CALLE,si,Point (106869.21740116 100478.065377604),-58.388392381074,-34.624937924803,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
11805,LC-2020-0014194,1,2020,January,7,2020-01-07,18:00:00,18,SD,SD,no,SD,SD,SD,CICLISTA,SD,leve,CICLISTA,varon,11-20
11806,LC-2020-0014353,1,2020,January,7,2020-01-07,05:30:00 p.m.,17,2,CALLE,si,Point (105584.569535095 104246.042090377),-58.402425751072,-34.590979554343,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
11807,LC-2020-0015351,1,2020,January,8,2020-01-08,09:15:00 p.m.,21,10,CALLE,si,Point (95686.223837088 101156.530221388),-58.510337198913,-34.618835304698,CICLISTA,SD,leve,CICLISTA,mujer,21-30
11809,LC-2020-0016458,1,2020,January,8,2020-01-08,03:00:00 p.m.,15,9,CALLE,si,Point (94622.1001284961 97982.9634914525),-58.521960742033,-34.647437946729,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,71-80
11810,LC-2020-0016725,1,2020,January,8,2020-01-08,05:00:00 p.m.,17,15,CALLE,no,Point (101828.8960264 103062.116603747),-58.443361470828,-34.601665326781,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
11812,LC-2020-0018772,1,2020,January,9,2020-01-09,02:55:00 p.m.,14,14,CALLE,no,Point (103949.073949093 103592.480926003),-58.420250241486,-34.596878542980,CICLISTA,SD,leve,CICLISTA,varon,51-60
11813,LC-2020-0019258,1,2020,January,9,2020-01-09,04:57:00 p.m.,16,15,AVENIDA,si,Point (100272.313364866 104833.497107453),-58.460331410971,-34.585698833823,CICLISTA,AUTO,leve,CICLISTA,varon,41-50
11815,LC-2020-0020243,1,2020,January,10,2020-01-10,10:00:00 a.m.,10,14,AVENIDA,si,Point (103874.909307791 103893.719637555),-58.421060074882,-34.594163324938,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11816,LC-2020-0020892,1,2020,January,10,2020-01-10,12:40:00 p.m.,12,11,AVENIDA,no,Point (98367.1047859378 101900.227816018),-58.481103390744,-34.612139224711,CICLISTA,AUTO,leve,CICLISTA,varon,41-50
11817,LC-2020-0021470,1,2020,January,10,2020-01-10,10:00:00 a.m.,10,1,CALLE,si,Point (107758.653044419 101054.971570339),-58.378698512840,-34.619731174875,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60
11818,LC-2020-0021828,1,2020,January,10,2020-01-10,07:20:00 p.m.,19,15,AVENIDA,no,Point (99195.0870724338 105487.765878279),-58.472072162249,-34.579800620133,CICLISTA,MOTO,leve,CICLISTA,mujer,21-30
11819,LC-2020-0021881,1,2020,January,10,2020-01-10,06:20:00 p.m.,18,15,CALLE,si,Point (102408.682149119 103875.562891977),-58.437043038378,-34.594331404878,CICLISTA,SD,leve,CICLISTA,mujer,21-30
11820,LC-2020-0021928,1,2020,January,10,2020-01-10,06:00:00 p.m.,18,14,CALLE,no,Point (103798.540116068 103557.922692032),-58.421891077932,-34.597190625659,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11821,LC-2020-0022552,1,2020,January,11,2020-01-11,08:00:00 a.m.,8,8,AVENIDA,si,Point (101222.864634897 96044.3439411509),-58.449958608829,-34.664927069505,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11822,LC-2020-0023539,1,2020,January,11,2020-01-11,09:35:00 p.m.,21,9,AVENIDA,si,Point (95662.7765194608 97729.8348371465),-58.510610625883,-34.649724726312,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11823,LC-2020-0024603,1,2020,January,12,2020-01-12,08:25:00 p.m.,20,3,AVENIDA,si,Point (105431.904002449 101626.27280278),-58.404073266087,-34.614596069049,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11824,LC-2020-0024721,1,2020,January,12,2020-01-12,12:00:00 a.m.,0,5,CALLE,no,Point (103518.644799133 100069.262696098),-58.424928023058,-34.628639816388,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11825,LC-2020-0024819,1,2020,January,13,2020-01-13,06:00:00 p.m.,18,11,CALLE,no,Point (95740.9489340896 102845.50604109),-58.509731889638,-34.603610414825,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60
11826,LC-2020-0024867,1,2020,January,13,2020-01-13,10:30:00 p.m.,22,7,AVENIDA,no,Point (100791.475366982 99764.9497365165),-58.454668316833,-34.631388594731,CICLISTA,SD,leve,CICLISTA,varon,41-50
11827,LC-2020-0026536,1,2020,January,13,2020-01-13,11:00:00 p.m.,23,14,CALLE,si,Point (102560.528895277 104924.852380959),-58.435390882598,-34.584872283738,CICLISTA,TAXI,leve,CICLISTA,varon,21-30
11828,LC-2020-0026963,1,2020,January,13,2020-01-13,04:40:00 p.m.,16,12,CALLE,si,Point (97207.951129552 108632.595528819),-58.493719232650,-34.551448032631,CICLISTA,SD,leve,CICLISTA,varon,61-70
11829,LC-2020-0027088,1,2020,January,13,2020-01-13,06:00:00 p.m.,18,4,AVENIDA,no,Point (106024.723169593 98427.1144789266),-58.397586970376,-34.643431225039,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
11832,LC-2020-0031929,1,2020,January,15,2020-01-15,07:30:00 p.m.,19,12,AVENIDA,si,Point (96057.5497429674 106769.209230083),-58.506261843471,-34.568241676584,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11833,LC-2020-0032603,1,2020,January,16,2020-01-16,08:20:00,8,SD,SD,no,SD,SD,SD,CICLISTA,SD,leve,CICLISTA,varon,31-40
11834,LC-2020-0033993,1,2020,January,16,2020-01-16,15:50:00,15,SD,SD,no,SD,SD,SD,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11835,LC-2020-0034428,1,2020,January,16,2020-01-16,08:01:00 p.m.,20,2,CALLE,no,Point (106315.785609661 104511.000478746),-58.394457189438,-34.588586906193,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50
11837,LC-2020-0036502,1,2020,January,17,2020-01-17,04:30:00 p.m.,16,4,CALLE,si,Point (105289.659199484 99127.4618031136),-58.405608797816,-34.637122055018,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,41-50
11838,LC-2020-0036958,1,2020,January,17,2020-01-17,07:40:00 p.m.,19,13,AVENIDA,si,Point (101507.649075381 107946.371057755),-58.446871975618,-34.557636915520,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
11839,LC-2020-0037018,1,2020,January,17,2020-01-17,10:30:00 p.m.,22,15,CALLE,si,Point (102905.701652977 103641.649305667),-58.43162434387,-34.596438744474,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
11840,LC-2020-0040501,1,2020,January,20,2020-01-20,12:00:00,12,SD,SD,no,SD,SD,SD,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11841,LC-2020-0041821,1,2020,January,20,2020-01-20,06:40:00 p.m.,18,13,AVENIDA,si,Point (99370.491926601 108787.534531834),-58.470157786089,-34.550055046949,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11843,LC-2020-0042151,1,2020,January,20,2020-01-20,07:37:00 p.m.,19,14,CALLE,si,Point (102543.971725191 106777.161649474),-58.435576772485,-34.568174748982,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
11844,LC-2020-0042671,1,2020,January,21,2020-01-21,08:05:00 a.m.,8,3,AVENIDA,no,Point (105649.972334453 100593.881395746),-58.401688760795,-34.623901288851,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11845,LC-2020-0044173,1,2020,January,21,2020-01-21,08:00:00 p.m.,20,12,CALLE,si,Point (98743.4203306789 108190.013154654),-58.476990665875,-34.555440794844,CICLISTA,TAXI,leve,CICLISTA,varon,21-30
11846,LC-2020-0044261,1,2020,January,21,2020-01-21,02:30:00 p.m.,14,3,AVENIDA,si,Point (106550.674355904 102097.745269782),-58.391878429433,-34.610339553516,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,21-30
11847,LC-2020-0046459,1,2020,January,22,2020-01-22,02:20:00 p.m.,14,1,CALLE,si,Point (106915.615810587 102789.40353996),-58.387905106722,-34.604102286485,CICLISTA,MOTO,leve,CICLISTA,varon,11-20
11848,LC-2020-0049943,1,2020,January,24,2020-01-24,10:00:00 p.m.,22,1,AVENIDA,si,Point (109583.116200524 102006.720699212),-58.358815066481,-34.611136413572,CICLISTA,AUTO,leve,CICLISTA,mujer,41-50
11850,LC-2020-0052154,1,2020,January,24,2020-01-24,07:30:00 p.m.,19,14,AVENIDA,si,Point (104600.499459845 105930.857216023),-58.413161479160,-34.575796696868,CICLISTA,TAXI,leve,CICLISTA,mujer,21-30
11852,LC-2020-0054720,1,2020,January,27,2020-01-27,07:40:00 p.m.,19,5,AVENIDA,si,Point (104023.358345486 100895.226410012),-58.419427844853,-34.621192428121,CICLISTA,SD,leve,CICLISTA,varon,21-30
11853,LC-2020-0056047,2,2020,January,27,2020-01-27,12:55:00 p.m.,12,14,CALLE,no,Point (102583.324410592 105277.71730149),-58.435143471395,-34.581691343344,CICLISTA,TAXI,leve,CICLISTA,varon,41-50
11854,LC-2020-0056047,2,2020,January,27,2020-01-27,12:55:00 p.m.,12,14,CALLE,no,Point (102583.324410592 105277.71730149),-58.435143471395,-34.581691343344,CICLISTA,TAXI,leve,CICLISTA,mujer,31-40
11855,LC-2020-0057129,1,2020,January,27,2020-01-27,06:50:00 p.m.,18,6,AVENIDA,no,Point (102640.395821399 100395.47494654),-58.434506571639,-34.625701802135,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,21-30
11857,LC-2020-0057681,1,2020,January,28,2020-01-28,01:00:00 p.m.,13,15,CALLE,si,Point (101003.474917631 104014.918546015),-58.452361075817,-34.593077450977,CICLISTA,OTRO,leve,CICLISTA,varon,31-40
11858,LC-2020-0058400,1,2020,January,28,2020-01-28,11:00:00 a.m.,11,7,CALLE,no,Point (99865.9968062939 100113.658291274),-58.464761179353,-34.628245448211,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11859,LC-2020-0058549,1,2020,January,28,2020-01-28,01:10:00 p.m.,13,9,CALLE,no,Point (95746.3296825554 95878.0399807177),-58.509708649178,-34.666417791716,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11860,LC-2020-0059474,1,2020,January,28,2020-01-28,07:00:00 p.m.,19,6,CALLE,si,Point (102079.599037489 100474.45881576),-58.440622192810,-34.624991070737,CICLISTA,SD,leve,CICLISTA,mujer,21-30
11862,LC-2020-0058430,1,2020,January,28,2020-01-28,09:57:00,9,SD,SD,no,0,0,0,CICLISTA,OBJETO FIJO,leve,CICLISTA,varon,21-30
11863,LC-2020-0060768,1,2020,January,29,2020-01-29,10:25:00 a.m.,10,6,CALLE,no,Point (102418.887959901 100826.569067109),-58.436923294261,-34.621816284208,CICLISTA,SD,leve,CICLISTA,varon,31-40
11865,LC-2020-0062249,1,2020,January,29,2020-01-29,03:50:00 p.m.,15,14,AVENIDA,si,Point (104600.241216231 104687.643355875),-58.413157644063,-34.587003592548,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11866,LC-2020-0062620,1,2020,January,30,2020-01-30,01:05:00 a.m.,1,15,AVENIDA,si,Point (101259.92486262 102925.584769692),-58.449564062602,-34.602896908379,CICLISTA,MOTO,leve,CICLISTA,varon,21-30
11869,LC-2020-0066637,1,2020,January,31,2020-01-31,02:30:00 p.m.,14,4,CALLE,no,Point (107814.26636606 99067.5943669616),-58.378073910514,-34.637645724919,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11870,LC-2020-0066977,1,2020,January,31,2020-01-31,04:30:00 p.m.,16,12,CALLE,si,Point (99058.9567861462 107706.643217394),-58.473553233610,-34.559798483607,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60
11872,LC-2020-0067167,1,2020,January,31,2020-01-31,07:00:00 p.m.,19,11,CALLE,si,Point (99133.9952896424 102014.617093156),-58.472741762441,-34.611109047295,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11873,LC-2020-0067413,1,2020,January,31,2020-01-31,05:00:00 p.m.,17,3,CALLE,no,Point (106064.630727513 102301.183588324),-58.397179147371,-34.608508638067,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11875,LC-2020-0067645,1,2020,February,1,2020-02-01,11:35:00 p.m.,23,15,AVENIDA,si,Point (97283.923361658 103571.945590611),-58.492907996304,-34.597067301924,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,31-40
11876,LC-2020-0068444,1,2020,February,1,2020-02-01,01:40:00 p.m.,13,15,CALLE,si,Point (97377.7805421877 104588.352675911),-58.491881640687,-34.587905210107,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11877,LC-2020-0068752,1,2020,February,1,2020-02-01,06:40:00 p.m.,18,14,AVENIDA,si,Point (103373.451163272 105668.332462549),-58.426533288920,-34.578167911210,CICLISTA,MOTO,leve,CICLISTA,varon,41-50
11878,LC-2020-0068788,1,2020,February,1,2020-02-01,03:35:00 p.m.,15,9,CALLE,no,Point (94251.5315896231 98553.6483808466),-58.525998897473,-34.642291557395,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11881,LC-2020-0071399,1,2020,February,3,2020-02-03,11:30:00 a.m.,11,15,AVENIDA,si,Point (101742.819870789 103827.755333883),-58.444301374112,-34.594763673349,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11884,LC-2020-0071969,1,2020,February,3,2020-02-03,08:15:00 a.m.,8,7,CALLE,si,Point (103355.397937045 98970.5866768025),-58.426703998234,-34.638544236401,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11885,LC-2020-0072988,1,2020,February,4,2020-02-04,11:30:00 p.m.,23,13,CALLE,si,Point (100368.699104616 107601.981505283),-58.459281859565,-34.560742390015,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30
11886,LC-2020-0073866,1,2020,February,4,2020-02-04,10:30:00 a.m.,10,4,AVENIDA,si,Point (104671.281501359 98710.0379639631),-58.412350792404,-34.640887838079,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11887,LC-2020-0073922,1,2020,February,4,2020-02-04,11:55:00 a.m.,11,15,CALLE,si,Point (102075.888937453 104304.918313999),-58.440671771778,-34.590461714663,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30
11888,LC-2020-0074482,1,2020,February,4,2020-02-04,10:00:00 a.m.,10,4,AVENIDA,si,Point (106174.651984797 99321.0798415945),-58.395958120944,-34.635371810189,CICLISTA,SD,leve,CICLISTA,varon,21-30
11889,LC-2020-0075849,1,2020,February,5,2020-02-05,07:30:00 a.m.,7,15,CALLE,si,Point (101744.611890085 104632.565127093),-58.444283440513,-34.587508758536,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11890,LC-2020-0078156,1,2020,February,6,2020-02-06,05:30:00 p.m.,17,15,AVENIDA,no,Point (100890.15014381 105483.182075145),-58.453597831205,-34.579841961076,CICLISTA,CAMIONETA,leve,CICLISTA,varon,31-40
11891,LC-2020-0079959,1,2020,February,6,2020-02-06,04:00:00 p.m.,16,2,CALLE,si,Point (105302.711726504 104667.960483536),-58.405500708019,-34.587177674301,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50
11892,LC-2020-0081304,1,2020,February,7,2020-02-07,05:00:00 p.m.,17,1,AVENIDA,si,Point (107496.276628198 102309.232544445),-58.381570494457,-34.608426700878,CICLISTA,SD,leve,CICLISTA,varon,41-50
11893,LC-2020-0083974,1,2020,February,8,2020-02-08,01:00:00 p.m.,13,12,AVENIDA,si,Point (97441.2874534714 108228.652980351),-58.491178226865,-34.555089991374,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11894,LC-2020-0084961,1,2020,February,9,2020-02-09,01:40:00 p.m.,13,13,AVENIDA,no,Point (102948.779413782 109132.524781732),-58.431173439107,-34.546941288041,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11898,LC-2020-0088144,1,2020,February,10,2020-02-10,05:00:00 p.m.,17,11,CALLE,si,Point (98906.4744945862 101869.181556519),-58.475222616667,-34.612419833831,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11900,LC-2020-0090466,1,2020,February,11,2020-02-11,06:00:00 p.m.,18,12,AVENIDA,no,Point (96958.4201447334 107918.704945505),-58.496440521101,-34.557882675239,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11901,LC-2020-0090656,1,2020,February,11,2020-02-11,08:20:00 p.m.,20,4,AVENIDA,si,Point (106842.488714376 97073.994525969),-58.388656583654,-34.655623632519,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
11903,LC-2020-0090691,1,2020,February,11,2020-02-11,03:56:00 p.m.,15,2,CALLE,si,Point (104500.665900477 103604.245585015),-58.41423732822,-34.596770251375,CICLISTA,TAXI,leve,CICLISTA,mujer,41-50
11904,LC-2020-0090878,1,2020,February,11,2020-02-11,07:10:00 p.m.,19,11,CALLE,si,Point (95610.3423987737 102772.578862289),-58.511156144996,-34.604267253978,CICLISTA,SD,leve,CICLISTA,varon,31-40
11905,LC-2020-0091137,1,2020,February,12,2020-02-12,09:10:00 p.m.,21,5,CALLE,si,Point (104122.468691341 102660.342983076),-58.418355577062,-34.605280559191,CICLISTA,TAXI,leve,CICLISTA,mujer,11-20
11907,LC-2020-0091559,1,2020,February,12,2020-02-12,08:05:00 a.m.,8,15,CALLE,si,Point (101054.415842516 104392.043066668),-58.451806231102,-34.589677835259,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11908,LC-2020-0093173,1,2020,February,12,2020-02-12,04:20:00 p.m.,16,12,CALLE,si,Point (96872.081656063 104830.867583659),-58.497392828956,-34.585717629585,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11909,LC-2020-0093662,1,2020,February,12,2020-02-12,05:40:00 p.m.,17,11,CALLE,no,Point (95564.6095009357 103207.363575854),-58.511652429512,-34.600347721428,CICLISTA,SD,leve,CICLISTA,varon,11-20
11910,LC-2020-0093902,1,2020,February,12,2020-02-12,07:30:00 p.m.,19,1,CALLE,si,Point (107366.576658015 100914.386506107),-58.382972544389,-34.621001332636,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11911,LC-2020-0095119,1,2020,February,13,2020-02-13,07:00:00,7,SD,SD,no,SD,SD,SD,MOTO,CICLISTA,leve,MOTO,varon,31-40
11913,LC-2020-0096444,1,2020,February,13,2020-02-13,04:40:00 p.m.,16,5,AVENIDA,si,Point (104290.784429732 100919.102457299),-58.416511867917,-34.620976130709,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11914,LC-2020-0096495,1,2020,February,13,2020-02-13,06:00:00 p.m.,18,9,CALLE,si,Point (94818.5401821954 97476.8668395049),-58.519821154092,-34.652001102613,CICLISTA,SD,leve,CICLISTA,varon,41-50
11916,LC-2020-0098841,1,2020,February,14,2020-02-14,02:30:00 p.m.,14,14,AVENIDA,si,Point (104132.399305704 105067.506916019),-58.418258868542,-34.583581295303,PEATON,CICLISTA,leve,PEATON,mujer,21-30
11917,LC-2020-0099290,1,2020,February,14,2020-02-14,06:30:00 p.m.,18,1,AVENIDA,si,Point (106778.934147897 102776.660829402),-58.389395118444,-34.604218058920,CICLISTA,CICLISTA,leve,CICLISTA,varon,11-20
11918,LC-2020-0099639,1,2020,February,15,2020-02-15,10:15:00 p.m.,22,12,CALLE,si,Point (97855.2955118769 106568.747908945),-58.486671621303,-34.570054149120,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11919,LC-2020-0100026,1,2020,February,15,2020-02-15,08:35:00 a.m.,8,2,AVENIDA,si,Point (105475.138683933 103902.463334411),-58.403616393674,-34.594077306511,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11920,LC-2020-0100319,1,2020,February,15,2020-02-15,02:30:00 p.m.,14,10,CALLE,si,Point (96585.2755515813 101851.824399005),-58.500531095742,-34.612571075624,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11921,LC-2020-0100371,1,2020,February,15,2020-02-15,09:45:00 p.m.,21,9,CALLE,si,Point (97418.1977268928 97222.6068669425),-58.491463994937,-34.654303077679,CICLISTA,SD,leve,CICLISTA,varon,31-40
11922,LC-2020-0101264,1,2020,February,16,2020-02-16,02:33:00 a.m.,2,15,AVENIDA,si,Point (98816.0276881988 104069.505871871),-58.476205561583,-34.592585067395,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11924,LC-2020-0102140,1,2020,February,16,2020-02-16,10:30:00 p.m.,22,13,CALLE,si,Point (99483.5457394211 108133.175093983),-58.468926501710,-34.555953838864,CICLISTA,SD,leve,CICLISTA,varon,51-60
11927,LC-2020-0107729,1,2020,February,18,2020-02-18,12:10:00 p.m.,12,10,CALLE,no,Point (95372.9966497737 99724.2111533258),-58.513760536197,-34.631745404702,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40
11928,LC-2020-0107738,1,2020,February,18,2020-02-18,06:00:00 p.m.,18,12,CALLE,si,Point (98138.2861238966 106142.673354344),-58.483588655052,-34.573895552498,CICLISTA,AUTO,leve,CICLISTA,varon,81+
11931,LC-2020-0111765,1,2020,February,20,2020-02-20,09:31:00 a.m.,9,1,AVENIDA,si,Point (107193.66179124 102280.565239988),-58.384869551224,-34.608687268948,CICLISTA,TAXI,leve,CICLISTA,mujer,21-30
11932,LC-2020-0111930,1,2020,February,20,2020-02-20,09:30:00 a.m.,9,5,CALLE,si,Point (103470.462399099 103085.759089619),-58.425465609710,-34.601448054706,CICLISTA,AUTO,leve,CICLISTA,varon,51-60
11933,LC-2020-0112330,1,2020,February,20,2020-02-20,08:45:00 a.m.,8,11,GRAL PAZ,si,Point (95225.8210894813 105110.368420677),-58.515334938952,-34.583191663632,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,21-30
11935,LC-2020-0112736,1,2020,February,20,2020-02-20,04:15:00 p.m.,16,15,CALLE,si,Point (99305.7763919465 106076.189617776),-58.470865251516,-34.574496382258,CICLISTA,SD,leve,CICLISTA,mujer,51-60
11937,LC-2020-0115054,1,2020,February,21,2020-02-21,03:40:00 p.m.,15,5,CALLE,si,Point (104266.88124229 101889.220806122),-58.416777331557,-34.612231191633,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11939,LC-2020-0115427,1,2020,February,21,2020-02-21,04:30:00 p.m.,16,10,CALLE,si,Point (96633.0363414493 98394.0676338429),-58.500024307172,-34.643740792308,CICLISTA,SD,leve,CICLISTA,varon,21-30
11941,LC-2020-0116899,1,2020,February,22,2020-02-22,03:30:00 p.m.,15,14,AVENIDA,si,Point (103813.209708269 106372.037796893),-58.421743609580,-34.571822869962,CICLISTA,AUTO,leve,CICLISTA,varon,11-20
11942,LC-2020-0117143,1,2020,February,22,2020-02-22,04:00:00 p.m.,16,5,CALLE,si,Point (103704.089196823 102440.017393153),-58.422915898163,-34.607268238797,CICLISTA,SD,leve,CICLISTA,mujer,51-60
11943,LC-2020-0117328,1,2020,February,22,2020-02-22,07:39:00 p.m.,19,11,CALLE,no,Point (96739.7731849111 103292.821947995),-58.498840951573,-34.599581830080,CICLISTA,SD,leve,CICLISTA,varon,31-40
11944,LC-2020-0117531,1,2020,February,23,2020-02-23,11:16:00 p.m.,23,4,AVENIDA,si,Point (107903.918285871 98767.4309142529),-58.377093345924,-34.640350824684,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11945,LC-2020-0118658,1,2020,February,23,2020-02-23,09:00:00 p.m.,21,5,AVENIDA,si,Point (104354.243827499 102044.186541119),-58.415825590649,-34.610833904689,PEATON,CICLISTA,leve,PEATON,varon,31-40
11946,LC-2020-0119620,1,2020,February,24,2020-02-24,13:10:00,13,SD,SD,no,SD,SD,SD,CICLISTA,AUTO,leve,CICLISTA,varon,31-40
11947,LC-2020-0122033,1,2020,February,26,2020-02-26,08:35:00 a.m.,8,15,AVENIDA,si,Point (98035.7614299099 104453.875275144),-58.484709995458,-34.589118953613,CICLISTA,SD,leve,CICLISTA,varon,71-80
11948,LC-2020-0122704,1,2020,February,26,2020-02-26,12:25:00 p.m.,12,10,CALLE,no,Point (97606.5968986076 99603.4890407373),-58.489401934661,-34.632841404833,CICLISTA,AUTO,leve,CICLISTA,mujer,71-80
11949,LC-2020-0123819,1,2020,February,26,2020-02-26,05:30:00 p.m.,17,7,CALLE,si,Point (101627.957982773 99806.9791729651),-58.445546012974,-34.631008783434,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11950,LC-2020-0124517,1,2020,February,27,2020-02-27,01:00:00 a.m.,1,13,CALLE,si,Point (99593.9840482907 109844.175883032),-58.467722262235,-34.540530066282,CICLISTA,AUTO,leve,CICLISTA,varon,21-30
11951,LC-2020-0125686,1,2020,February,27,2020-02-27,11:00:00 a.m.,11,11,CALLE,si,Point (95098.3776810938 101784.028042665),-58.516743405834,-34.613176115353,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30
11952,LC-2020-0126455,1,2020,February,27,2020-02-27,03:00:00 p.m.,15,4,CALLE,si,Point (108425.707408378 98999.2802910845),-58.371404584348,-34.638256723248,CICLISTA,AUTO,leve,CICLISTA,varon,41-50
